Winner	Score	Loser	Score	Goodness
Titans	20	Panthers	7	14
Buccaneers	17	Cardinals	10	20
Browns	33	Seahawks	30	60
Patriots	24	Colts	20	40
Texans	24	Raiders	17	34
Cowboys	38	Eagles	17	34
Steelers	38	Ravens	7	14
Falcons	20	Panthers	13	26
Packers	34	Vikings	0	0
Broncos	27	Chiefs	11	22
Bills	13	Dolphins	10	20
Rams	37	Saints	29	58
Steelers	31	Browns	28	56
Jaguars	28	Titans	13	26
Eagles	33	Redskins	25	50
Bengals	21	Ravens	7	14
Cardinals	31	Lions	21	42
Cowboys	31	Giants	20	40
Bears	17	Raiders	6	12
Chargers	23	Colts	21	42
Seahawks	24	49ers	0	0
Eagles	17	Dolphins	7	14
Giants	16	Lions	10	20
Vikings	29	Raiders	22	44
Jaguars	24	Chargers	17	34
Colts	13	Chiefs	10	20
Texans	23	Saints	10	20
Packers	31	Panthers	17	34
Buccaneers	31	Falcons	7	14
Browns	33	Ravens	30	60
Cardinals	35	Bengals	27	54
Jets	19	Steelers	16	32
Cowboys	28	Redskins	23	46
Seahawks	30	Bears	23	46
Rams	13	49ers	9	18
Patriots	56	Bills	10	20
Broncos	34	Titans	20	40
Packers	37	Lions	26	52
Cowboys	34	Jets	3	6
Colts	31	Falcons	13	26
Saints	31	Panthers	6	12
Jaguars	36	Bills	14	28
Buccaneers	19	Redskins	13	26
Seahawks	24	Rams	19	38
Vikings	41	Giants	17	34
Raiders	20	Chiefs	17	34
Bengals	35	Titans	6	12
Browns	27	Texans	17	34
49ers	37	Cardinals	31	62
Chargers	32	Ravens	14	28
Bears	37	Broncos	34	68
Patriots	31	Eagles	28	56
Steelers	3	Dolphins	0	0
Cowboys	37	Packers	27	54
Rams	28	Falcons	16	32
Titans	28	Texans	20	40
Bills	17	Redskins	16	32
Vikings	42	Lions	10	20
Seahawks	28	Eagles	24	48
Jets	40	Dolphins	13	26
Chargers	24	Chiefs	10	20
Colts	28	Jaguars	25	50
Panthers	31	49ers	14	28
Raiders	34	Broncos	20	40
Cardinals	27	Browns	21	42
Buccaneers	27	Saints	23	46
Giants	21	Bears	16	32
Steelers	24	Bengals	10	20
Patriots	27	Ravens	24	48
Redskins	24	Bears	16	32
Bengals	19	Rams	10	20
Cowboys	28	Lions	27	54
Packers	38	Raiders	7	14
Bills	38	Dolphins	17	34
Texans	28	Buccaneers	14	28
Chargers	23	Titans	17	34
Jaguars	37	Panthers	6	12
Giants	16	Eagles	13	26
Seahawks	42	Cardinals	21	42
Vikings	27	49ers	7	14
Patriots	34	Steelers	13	26
Browns	24	Jets	18	36
Broncos	41	Chiefs	7	14
Colts	44	Ravens	20	40
Saints	34	Falcons	14	28
Texans	31	Broncos	13	26
49ers	20	Bengals	13	26
Buccaneers	47	Falcons	3	6
Browns	8	Bills	0	0
Panthers	13	Seahawks	10	20
Packers	33	Rams	14	28
Titans	26	Chiefs	17	34
Dolphins	22	Ravens	16	32
Patriots	20	Jets	10	20
Saints	31	Cardinals	24	48
Jaguars	29	Steelers	22	44
Colts	21	Raiders	14	28
Eagles	10	Cowboys	6	12
Chargers	51	Lions	14	28
Redskins	22	Giants	10	20
Vikings	20	Bears	13	26
Steelers	41	Rams	24	48
Cowboys	20	Panthers	13	26
Bengals	19	Browns	14	28
Lions	25	Chiefs	20	40
Colts	38	Texans	15	30
Bears	35	Packers	7	14
Giants	38	Bills	21	42
Jaguars	49	Raiders	11	22
Eagles	38	Saints	23	46
49ers	21	Buccaneers	19	38
Cardinals	30	Falcons	27	54
Patriots	28	Dolphins	7	14
Seahawks	27	Ravens	6	12
Titans	10	Jets	6	12
Redskins	32	Vikings	21	42
Chargers	23	Broncos	3	6
Patriots	38	Giants	35	70
Bears	33	Saints	25	50
Bengals	38	Dolphins	25	50
Eagles	17	Bills	9	18
Packers	34	Lions	13	26
Texans	42	Jaguars	28	56
Falcons	44	Seahawks	41	82
Browns	20	49ers	7	14
Panthers	31	Buccaneers	23	46
Ravens	27	Steelers	21	42
Redskins	27	Cowboys	6	12
Chargers	30	Raiders	17	34
Cardinals	48	Rams	19	38
Broncos	22	Vikings	19	38
Jets	13	Chiefs	10	20
Titans	16	Colts	10	20
